Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
B4U62_RS14740, WP_004398903.1, , 1420.7, 3, 0.72, 1.52, 3.29583
B4U62_RS15170, WP_004398699.1, , 1025.3, 3, 0.52, 2.10, 4.12829
B4U62_RS15665, WP_003246122.1, mutM, 664.3, 3, 0.34, 3.24, 5.29554
B4U62_RS17035, WP_003228842.1, , 846.0, 3, 0.43, 2.55, 4.63819
B4U62_RS17140, WP_003242894.1, , 1833.0, 3, 0.93, 1.18, 2.68188
B4U62_RS17270, WP_009968094.1, , 5465.7, 3, 2.78, 0.39, 0.641686
B4U62_RS17495, WP_003243112.1, , 1136.0, 3, 0.58, 1.90, 3.86176
B4U62_RS18120, WP_003243180.1, , 1541.3, 3, 0.78, 1.40, 3.0956
B4U62_RS18660, WP_003243114.1, , 1049.3, 3, 0.53, 2.05, 4.06779
B4U62_RS18785, WP_003242583.1, , 1536.0, 3, 0.78, 1.40, 3.104
B4U62_RS19285, WP_003243594.1, , 2144.7, 3, 1.09, 1.00, 2.32322
B4U62_RS19805, WP_003227700.1, , 636.0, 3, 0.32, 3.39, 5.41552
B4U62_RS19850, WP_003243657.1, atpA, 1160.7, 3, 0.59, 1.86, 3.80637
B4U62_RS20295, WP_003242568.1, , 933.7, 3, 0.48, 2.31, 4.37498
B4U62_RS20325, WP_003242790.1, , 1043.3, 3, 0.53, 2.06, 4.08277
B4U62_RS20565, WP_003227396.1, , 637.0, 3, 0.32, 3.38, 5.41119
B4U62_RS20595, WP_003243208.1, , 913.3, 3, 0.46, 2.36, 4.43365
B4U62_RS20655, WP_003242539.1, celB, 1110.0, 3, 0.57, 1.94, 3.92159
B4U62_RS20670, WP_003244589.1, , 724.3, 3, 0.37, 2.97, 5.05862
B4U62_RS21090, WP_003243665.1, , 5593.7, 3, 2.85, 0.39, 0.61273
B4U62_RS21695, WP_009969578.1, , 1007.3, 3, 0.51, 2.14, 4.17474
B4U62_RS22175, WP_020846130.1, , 3586.3, 3, 1.83, 0.60, 1.28624
